property_type,sector,price,bedroom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 54,1.75,3.0,4.0,3,Moderately Old,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 82,2.95,4.0,5.0,3,Relatively New,2576.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 65,4.6,3.0,3.0,3,New Property,1717.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 22,1.99,2.0,2.0,2,New Property,1285.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 23,5.5,8.0,8.0,2,Moderately Old,2520.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 105,0.5,2.0,2.0,0,Moderately Old,100.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 72,3.85,4.0,5.0,3,Relatively New,2620.4896907216494,1.0,0.0,0.0,High,High Floor
flat,sector 110,3.45,4.0,4.0,3,Moderately Old,3067.01030927835,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 62,2.1,2.0,2.0,3,New Property,1500.0,0.0,0.0,0.0,Low,High Floor
flat,sector 85,1.84,3.0,4.0,3,Relatively New,1844.332474226804,0.0,0.0,0.0,High,Mid Floor
flat,sector 67,3.5,3.0,4.0,3,Relatively New,2004.974226804124,1.0,1.0,0.0,High,High Floor
house,sector 48,5.5,3.0,6.0,2,Moderately Old,2592.0,1.0,0.0,0.0,Medium,Low Floor
flat,sohna road,1.14,3.0,3.0,3,Relatively New,1267.6551546391752,0.0,0.0,0.0,High,Mid Floor
flat,sector 95,0.45,2.0,2.0,2,New Property,462.6,0.0,0.0,1.0,Low,High Floor
house,sector 26,13.5,5.0,5.0,3,Old Property,4518.0,1.0,1.0,0.0,Medium,Low Floor
house,sector 28,4.5,4.0,4.0,0,Relatively New,3240.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,2.95,4.0,5.0,3,Relatively New,2841.494845360825,1.0,0.0,1.0,Medium,Mid Floor
house,sector 70,5.25,5.0,4.0,3+,New Property,2610.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,0.0,High,Mid Floor
house,sector 26,8.9,4.0,4.0,3+,Old Property,2700.0,1.0,1.0,0.0,Medium,Low Floor
house,sector 2,5.6,8.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,0.0,Low,Low Floor
house,sector 46,2.4,4.0,4.0,3,Moderately Old,900.0,0.0,1.0,0.0,Low,Mid Floor
house,sector 50,7.0,4.0,4.0,2,Old Property,3400.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,2.0,3.0,4.0,3,New Property,1757.0257731958764,1.0,0.0,1.0,Low,Mid Floor
flat,sector 61,2.24,3.0,3.0,2,New Property,1397.2938144329896,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 67,3.05,3.0,3.0,3,Relatively New,2411.0,1.0,0.0,0.0,High,High Floor
house,sector 57,4.6,6.0,6.0,3,Old Property,2700.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 83,1.8,3.0,4.0,3,Relatively New,1416.907262886598,1.0,1.0,0.0,High,Mid Floor
flat,sohna road,0.75,2.0,2.0,N,Relatively New,1081.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 86,1.55,4.0,4.0,3,Moderately Old,1850.128865979381,1.0,0.0,0.0,Medium,High Floor
flat,sector 69,1.3,3.0,3.0,1,Relatively New,1414.4329896907218,0.0,0.0,0.0,Medium,High Floor
house,sector 7,0.66,3.0,1.0,1,Relatively New,550.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 23,2.7,5.0,5.0,2,Old Property,1450.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 60,2.65,3.0,4.0,3,Moderately Old,2037.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 103,1.2,2.0,2.0,3,Moderately Old,1283.6340206185566,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37,1.0,3.0,3.0,3,Relatively New,1383.3,0.0,0.0,0.0,Low,Mid Floor
flat,sector 65,2.1,2.0,2.0,2,New Property,1181.701030927835,0.0,0.0,1.0,Medium,High Floor
flat,sector 92,0.95,4.0,3.0,2,New Property,1983.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 92,1.07,4.0,3.0,3,Under Construction,2040.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 37,1.4,3.0,3.0,3,Relatively New,1711.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 2,1.55,3.0,4.0,3,Moderately Old,1731.958762886598,1.0,0.0,0.0,Medium,Mid Floor
house,sector 9,3.5,9.0,9.0,3+,Relatively New,2610.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 79,1.9,3.0,4.0,3,Under Construction,1939.4329896907216,0.0,0.0,1.0,Medium,High Floor
flat,sector 107,0.75,2.0,2.0,3,Relatively New,1088.6082474226805,0.0,0.0,0.0,High,High Floor
flat,sector 85,1.1,2.0,2.0,3,Relatively New,1173.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 89,0.88,2.0,2.0,3,New Property,994.5,0.0,0.0,1.0,Low,Low Floor
flat,sector 95,0.4,2.0,2.0,3,Relatively New,535.068,0.0,0.0,1.0,Low,Low Floor
flat,sector 49,2.09,3.0,3.0,3,Relatively New,1628.221649484536,0.0,0.0,1.0,Low,Low Floor
flat,sohna road,0.95,2.0,2.0,3,New Property,1175.97,0.0,0.0,0.0,Medium,Mid Floor
house,sector 33,10.0,5.0,6.0,3,New Property,4950.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 3,0.55,1.0,1.0,0,Relatively New,750.0,0.0,0.0,0.0,Low,Low Floor
house,sector 109,1.87,3.0,4.0,0,Relatively New,2150.0,0.0,0.0,1.0,Low,High Floor
house,sector 26,18.25,7.0,9.0,3+,Relatively New,9000.0,1.0,1.0,0.0,Medium,Mid Floor
house,sector 7,6.5,3.0,2.0,3+,Old Property,4320.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 1,1.5,4.0,5.0,3,New Property,2127.963917525773,1.0,0.0,1.0,Low,Mid Floor
flat,sector 99,1.38,4.0,5.0,3,Relatively New,2150.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 70,0.95,2.0,2.0,1,New Property,930.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 67,1.6,3.0,3.0,2,New Property,1236.580412371134,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 68,2.22,3.0,2.0,3,Relatively New,1398.1958762886595,0.0,0.0,0.0,Low,Mid Floor
house,sector 3,0.55,2.0,2.0,1,Moderately Old,810.0,0.0,0.0,1.0,Low,Low Floor
flat,sohna road,0.73,2.0,2.0,3,Relatively New,898.6030927835052,0.0,0.0,1.0,Low,Mid Floor
flat,sector 84,0.85,2.0,2.0,3,Relatively New,1045.3092783505151,0.0,0.0,0.0,Low,Mid Floor
flat,sector 82,1.15,3.0,4.0,2,Relatively New,1614.6907216494849,1.0,0.0,0.0,Medium,High Floor
flat,sector 37,0.9,3.0,3.0,3,Relatively New,1435.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 47,1.05,2.0,2.0,2,Relatively New,897.3,0.0,0.0,0.0,Low,Mid Floor
flat,sector 61,2.2,3.0,3.0,2,New Property,1467.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 1,0.85,3.0,3.0,3,Relatively New,2074.7422680412374,1.0,0.0,1.0,Low,Mid Floor
house,sector 9,1.1,4.0,3.0,1,Old Property,200.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 99,2.45,3.0,4.0,3,New Property,2507.7319587628867,1.0,0.0,0.0,High,Low Floor
flat,sector 79,0.9,2.0,2.0,N,Relatively New,1295.0,0.0,0.0,1.0,Low,High Floor
flat,sector 79,0.71,2.0,2.0,N,Under Construction,1295.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 1,0.65,3.0,2.0,3,Moderately Old,1373.4,0.0,0.0,0.0,Low,Mid Floor
flat,sector 22,4.3,3.0,4.0,3,Relatively New,2600.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 113,1.9,3.0,2.0,2,Relatively New,1174.3278350515463,0.0,0.0,0.0,High,Mid Floor
flat,sector 70,1.62,3.0,5.0,3,Relatively New,1401.9603092783505,1.0,0.0,1.0,Low,Mid Floor
flat,sector 67,3.0,3.0,3.0,3,Relatively New,2047.0,0.0,1.0,0.0,High,Mid Floor
house,sector 7,1.15,5.0,3.0,2,Old Property,1350.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 70,1.6,3.0,5.0,3,Relatively New,1401.9603092783505,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,1.65,3.0,3.0,3,Relatively New,1532.0618556701031,0.0,0.0,0.0,Low,High Floor
flat,sector 95,0.21,1.0,1.0,1,Relatively New,30960.9,0.0,0.0,1.0,Medium,High Floor
flat,sector 89,0.88,2.0,2.0,N,New Property,1103.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,2.4,3.0,3.0,2,Relatively New,1800.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 81,0.8,2.0,2.0,2,Relatively New,491.4,0.0,0.0,0.0,Low,Mid Floor
house,sector 33,9.5,6.0,6.0,3+,Moderately Old,4914.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 28,1.6,2.0,2.0,2,Relatively New,990.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 90,1.8,4.0,4.0,3,Moderately Old,1998.0670103092784,0.0,0.0,0.0,Low,Mid Floor
flat,sector 2,5.9,4.0,4.0,3,New Property,4826.030927835051,1.0,1.0,0.0,High,High Floor
flat,sector 54,7.0,4.0,6.0,3,Moderately Old,2706.1855670103096,1.0,1.0,0.0,Medium,High Floor
flat,sector 28,2.35,3.0,3.0,2,Old Property,1602.9639175257732,1.0,0.0,0.0,Medium,High Floor
flat,sector 82,3.0,4.0,6.0,3,Relatively New,4411.082474226804,1.0,0.0,0.0,Medium,High Floor
house,sector 112,9.5,5.0,5.0,3,Relatively New,7450.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 37,1.1,3.0,3.0,3,Relatively New,1125.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,0.72,3.0,3.0,2,Moderately Old,1350.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 95,0.38,2.0,2.0,2,New Property,58076.1,0.0,0.0,1.0,Low,Mid Floor
house,sector 6,1.25,2.0,5.0,1,New Property,120.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 68,1.7,4.0,4.0,3,New Property,1803.221649484536,0.0,0.0,1.0,Low,Low Floor
flat,sector 79,1.65,3.0,3.0,N,Relatively New,1815.0,0.0,0.0,0.0,Low,High Floor
flat,sector 113,1.35,2.0,2.0,3,New Property,1090.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 36,0.72,3.0,2.0,3,Under Construction,975.1288659793814,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,2.5,3.0,3.0,3,Relatively New,1648.0670103092784,0.0,0.0,1.0,High,High Floor
house,sector 28,9.54,6.0,5.0,3+,New Property,3240.0,1.0,1.0,0.0,High,Mid Floor
house,sector 37,1.16,1.0,1.0,0,Relatively New,1535.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,2.0,4.0,5.0,3,Relatively New,2536.59793814433,1.0,1.0,0.0,Medium,Low Floor
flat,sector 2,0.55,1.0,1.0,2,Moderately Old,586.340206185567,0.0,0.0,1.0,Low,Mid Floor
flat,sector 86,0.5,2.0,2.0,1,Relatively New,540.9,0.0,0.0,1.0,Low,Low Floor
flat,sector 111,3.9,4.0,5.0,3,Relatively New,2680.592783505155,1.0,0.0,0.0,High,Mid Floor
flat,sector 69,1.43,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,Medium,Low Floor
flat,sector 79,2.5,3.0,3.0,3,Relatively New,2244.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 71,0.55,2.0,2.0,1,Relatively New,600.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.21,1.0,1.0,1,Relatively New,271.8,0.0,0.0,1.0,Medium,Low Floor
flat,sector 2,0.2,1.0,1.0,1,Moderately Old,450.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 80,1.1,3.0,3.0,3,Moderately Old,1580.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,1.2,2.0,2.0,3,Relatively New,983.751030927835,0.0,0.0,0.0,Low,Low Floor
house,sector 49,3.75,3.0,3.0,1,Old Property,1701.0,0.0,0.0,0.0,Low,Low Floor
house,sector 109,6.3,4.0,5.0,3+,Relatively New,7000.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 68,1.9,3.0,3.0,3,Under Construction,1853.1,1.0,0.0,1.0,Low,Low Floor
flat,sector 102,1.9,3.0,4.0,3,Relatively New,1459.4974226804125,1.0,0.0,0.0,Medium,High Floor
flat,sector 67,1.3,2.0,2.0,2,Relatively New,1296.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 81,0.82,2.0,2.0,3,Relatively New,955.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 49,4.05,3.0,3.0,3,Moderately Old,2000.0,1.0,1.0,0.0,Low,Low Floor
flat,sector 63,3.35,3.0,3.0,3,New Property,2034.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.42,2.0,2.0,1,Relatively New,526.8689999999999,0.0,0.0,1.0,Low,High Floor
flat,sector 102,1.99,2.0,2.0,2,New Property,1041.7907216494846,0.0,0.0,0.0,High,High Floor
house,sector 109,6.5,4.0,4.0,3+,New Property,5400.0,1.0,0.0,0.0,High,Low Floor
house,sector 49,6.75,4.0,4.0,3,Relatively New,2088.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 50,1.88,3.0,3.0,3,Moderately Old,1790.0,0.0,0.0,0.0,High,High Floor
house,sector 55,2.8,4.0,4.0,0,Old Property,1500.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 111,0.36,1.0,1.0,1,Relatively New,364.5,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,2.1,3.0,4.0,3,Relatively New,1938.530927835052,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 70,1.64,3.0,3.0,3,New Property,1950.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,0.6,2.0,2.0,2,Relatively New,970.6185567010308,0.0,0.0,1.0,Low,High Floor
flat,sector 99,0.59,2.0,2.0,3,New Property,1129.4987113402062,0.0,0.0,0.0,Medium,Low Floor
flat,sector 99,0.72,2.0,2.0,2,Relatively New,635.4,0.0,1.0,1.0,Low,High Floor
flat,sector 86,1.25,3.0,2.0,1,New Property,1524.4845360824745,0.0,0.0,1.0,Medium,Low Floor
flat,sector 90,1.25,4.0,4.0,3,Relatively New,2317.5,0.0,0.0,1.0,High,Mid Floor
house,sector 50,10.56,5.0,5.0,3,Moderately Old,3240.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.5,3.0,3.0,3,Relatively New,1204.3620309278351,0.0,0.0,0.0,High,Mid Floor
flat,sector 82,1.6,4.0,5.0,3,Relatively New,2187.5,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 104,1.35,4.0,5.0,3,Relatively New,2430.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 86,1.55,3.0,3.0,3,Relatively New,1900.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 105,1.2,4.0,4.0,1,Moderately Old,900.0,0.0,0.0,0.0,Low,Low Floor
house,sector 105,1.2,3.0,2.0,1,Old Property,1185.51,0.0,0.0,1.0,Low,Low Floor
flat,sector 70,1.2,3.0,3.0,3,Relatively New,1450.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 72,3.21,3.0,4.0,3,Relatively New,2140.0,1.0,0.0,0.0,High,High Floor
flat,sector 78,0.69,2.0,2.0,2,Moderately Old,1152.0,0.0,0.0,1.0,Medium,High Floor
house,sector 13,4.5,4.0,5.0,2,Old Property,4950.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 111,3.4,4.0,5.0,3,Relatively New,2661.082474226804,1.0,0.0,0.0,Medium,High Floor
house,sector 25,7.5,9.0,9.0,3+,Relatively New,2300.5,1.0,0.0,0.0,High,Mid Floor
flat,sector 37,0.95,2.0,2.0,N,Under Construction,1578.0,1.0,0.0,1.0,Medium,High Floor
house,sector 43,3.35,1.0,1.0,0,Old Property,1242.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 93,1.25,4.0,4.0,3,Relatively New,2105.0,0.0,0.0,0.0,Low,High Floor
flat,sector 70,1.8,3.0,4.0,3,New Property,1401.9603092783505,1.0,0.0,1.0,Low,Low Floor
flat,sector 69,2.0,4.0,4.0,1,Relatively New,1770.3,0.0,0.0,1.0,Medium,High Floor
house,sector 105,0.38,2.0,2.0,2,Moderately Old,45.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,1.75,3.0,4.0,3,Relatively New,2065.721649484536,1.0,0.0,1.0,Medium,High Floor
flat,sector 85,1.85,3.0,4.0,3,Relatively New,2172.1649484536083,1.0,0.0,0.0,Low,Low Floor
flat,sector 67,0.7,2.0,2.0,1,New Property,531.9,0.0,0.0,0.0,Low,High Floor
house,sector 82,7.0,4.0,4.0,3+,Relatively New,3240.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 104,2.62,4.0,4.0,3,Relatively New,2841.494845360825,1.0,0.0,1.0,High,High Floor
house,sector 46,4.25,5.0,4.0,2,Moderately Old,1836.0,0.0,1.0,0.0,Medium,Mid Floor
house,sector 50,6.5,5.0,6.0,0,Moderately Old,3000.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,1.25,3.0,3.0,3,Moderately Old,1307.6546391752577,1.0,0.0,1.0,Medium,High Floor
house,sector 10,3.6,3.0,4.0,3,Moderately Old,1836.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.95,4.0,3.0,2,New Property,1983.0,0.0,0.0,0.0,Low,High Floor
flat,sohna road,0.74,2.0,2.0,3,New Property,1089.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 113,2.57,4.0,5.0,3,New Property,2060.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 56,1.35,3.0,3.0,3,Old Property,1800.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 37,1.35,3.0,3.0,N,New Property,1820.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 67,1.4,2.0,2.0,2,Relatively New,1056.3298969072166,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 37,0.55,2.0,2.0,3,New Property,541.2371134020618,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 103,1.5,3.0,3.0,3,Under Construction,1556.5335051546392,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.4,3.0,3.0,1,Relatively New,1247.216494845361,0.0,0.0,0.0,High,High Floor
flat,sector 37,0.4,2.0,2.0,2,New Property,540.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 48,2.5,4.0,5.0,3,Moderately Old,1755.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 70,1.25,2.0,2.0,3,Relatively New,1135.8,0.0,0.0,0.0,Low,High Floor
house,sector 2,5.2,4.0,5.0,2,Moderately Old,5200.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 72,3.19,4.0,5.0,3,Relatively New,2367.9123711340208,1.0,0.0,0.0,High,High Floor
house,sector 105,1.3,3.0,3.0,1,Moderately Old,1125.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 56,0.65,1.0,1.0,1,Moderately Old,679.5,0.0,0.0,1.0,Medium,Low Floor
flat,sector 56,1.71,3.0,3.0,3,Moderately Old,2251.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 49,4.52,5.0,5.0,3,Moderately Old,3711.984536082474,1.0,0.0,1.0,Low,High Floor
flat,sector 90,1.76,4.0,4.0,3,Relatively New,2020.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,1.1,3.0,4.0,3,Relatively New,1656.791237113402,1.0,0.0,0.0,Low,Mid Floor
flat,sector 102,1.4,2.0,2.0,3,Relatively New,1157.0103092783506,0.0,0.0,0.0,Medium,Low Floor
flat,sector 113,1.75,2.0,2.0,3,Relatively New,1418.9432989690722,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 111,3.45,4.0,5.0,3,Relatively New,2661.082474226804,1.0,0.0,1.0,Medium,Mid Floor
house,sector 38,4.0,6.0,6.0,3+,Old Property,1836.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,2.65,3.0,4.0,3,Relatively New,1766.0,1.0,0.0,0.0,High,High Floor
flat,sector 52,0.29,1.0,1.0,N,Moderately Old,225.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 37,1.0,3.0,3.0,3,Under Construction,1623.7113402061857,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,2.1,2.0,2.0,3,New Property,928.75,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.28,2.0,2.0,2,New Property,586.340206185567,0.0,0.0,1.0,Low,High Floor
house,sector 7,1.16,2.0,4.0,2,Moderately Old,892.8,0.0,0.0,0.0,Low,Mid Floor
flat,sector 59,4.02,3.0,3.0,1,Under Construction,2065.5,0.0,0.0,1.0,Low,Mid Floor
flat,sector 89,0.97,2.0,2.0,2,New Property,1110.6,0.0,0.0,0.0,Low,Low Floor
flat,sector 52,2.0,4.0,3.0,3,Moderately Old,1892.4226804123712,1.0,0.0,0.0,Medium,Mid Floor
house,sector 50,12.5,4.0,4.0,3+,Relatively New,3060.0,1.0,0.0,0.0,High,Low Floor
flat,sector 108,0.7,2.0,2.0,3,Relatively New,1548.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 103,1.33,3.0,3.0,3,Relatively New,1504.8453608247423,0.0,0.0,0.0,High,Mid Floor
house,sector 48,5.5,4.0,4.0,2,Relatively New,2340.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 3,0.22,2.0,2.0,1,Relatively New,570.0,0.0,0.0,0.0,Low,Low Floor
house,sector 49,4.45,6.0,6.0,3,Moderately Old,2880.0,1.0,1.0,0.0,High,Mid Floor
house,sector 49,6.5,5.0,5.0,2,Relatively New,3456.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 70,2.0,4.0,5.0,3,Moderately Old,1914.974226804124,1.0,0.0,0.0,Medium,Mid Floor
house,sector 25,4.35,5.0,4.0,3,Old Property,1350.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.8,3.0,3.0,3,Relatively New,1835.0237113402063,0.0,0.0,1.0,High,Mid Floor
flat,sector 65,2.5,3.0,3.0,3,Relatively New,1488.40206185567,1.0,0.0,1.0,Low,Mid Floor
house,sector 26,8.1,5.0,5.0,2,Old Property,2295.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 2,0.95,3.0,3.0,3,Old Property,1440.0,0.0,0.0,0.0,Low,High Floor
flat,sector 111,3.7,4.0,5.0,3,Relatively New,2650.0,1.0,0.0,0.0,High,High Floor
flat,sector 1,1.2,3.0,3.0,3,Moderately Old,2385.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 2,0.95,2.0,3.0,2,Old Property,1170.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.87,4.0,4.0,2,Moderately Old,1578.6082474226805,0.0,1.0,0.0,Medium,Low Floor
house,sector 28,12.0,4.0,5.0,3+,Relatively New,2844.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 66,1.32,2.0,2.0,2,Relatively New,1044.5876288659797,0.0,0.0,0.0,Low,Mid Floor
flat,sector 67,3.5,3.0,4.0,3,Relatively New,2127.061855670104,1.0,0.0,0.0,High,High Floor
flat,sector 70,1.34,2.0,2.0,3,New Property,1176.2886597938143,0.0,0.0,0.0,Medium,High Floor
flat,sector 54,1.69,3.0,3.0,3,Old Property,1984.5360824742268,1.0,0.0,0.0,Medium,Mid Floor
house,sector 31,3.5,4.0,3.0,3,Moderately Old,1449.0,0.0,1.0,0.0,Medium,Low Floor
house,sector 57,3.75,3.0,4.0,3,Moderately Old,1620.0,1.0,1.0,0.0,Low,Low Floor
flat,sector 103,0.5,2.0,2.0,2,Relatively New,633.0747422680413,0.0,0.0,0.0,Low,Mid Floor
flat,sector 72,4.0,4.0,5.0,3,Relatively New,2432.994845360825,1.0,0.0,0.0,High,High Floor
house,sector 57,3.8,2.0,8.0,3+,Relatively New,1458.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 63,3.0,3.0,3.0,3,New Property,1800.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 22,2.55,3.0,3.0,3,Relatively New,1860.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 76,0.75,2.0,2.0,3,Relatively New,1195.2319587628867,0.0,0.0,0.0,Low,High Floor
flat,sector 79,1.2,3.0,3.0,3,Relatively New,1060.7955824742269,0.0,0.0,0.0,Medium,High Floor
flat,sector 69,0.91,3.0,2.0,2,Moderately Old,1193.4,0.0,0.0,0.0,Low,High Floor
flat,sector 83,1.75,3.0,3.0,3,Relatively New,1414.976762886598,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,0.26,1.0,1.0,1,New Property,342.0,0.0,0.0,0.0,Low,Mid Floor
flat,new sector 2,0.22,2.0,2.0,1,New Property,450.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67,4.5,4.0,4.0,3,Relatively New,2845.1030927835054,1.0,0.0,0.0,High,High Floor
flat,sector 77,1.64,4.0,3.0,3,Relatively New,1759.020618556701,1.0,0.0,1.0,Medium,Mid Floor
house,sector 4,0.55,2.0,1.0,1,Moderately Old,75.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 61,2.1,3.0,2.0,3,New Property,1373.6469072164948,0.0,0.0,1.0,Medium,Mid Floor
house,sector 24,2.6,4.0,4.0,3+,Relatively New,1080.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 113,3.35,3.0,4.0,3,New Property,2200.0,1.0,0.0,0.0,High,High Floor
house,sector 12,1.0,3.0,7.0,3+,Moderately Old,3750.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 91,1.4,3.0,3.0,3,Relatively New,1700.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 109,6.0,4.0,5.0,3,Moderately Old,6228.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 33,0.85,3.0,2.0,0,Relatively New,900.0,0.0,0.0,1.0,Low,Low Floor
house,sector 109,6.75,4.0,4.0,3+,New Property,6228.0,1.0,0.0,1.0,Medium,Low Floor
house,sector 89,1.25,3.0,3.0,2,New Property,1423.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 113,3.45,4.0,4.0,3,New Property,2345.360824742268,1.0,0.0,0.0,High,High Floor
house,sector 109,7.0,5.0,6.0,2,Relatively New,5400.0,1.0,0.0,1.0,High,Low Floor
house,sector 56,2.99,4.0,4.0,2,Moderately Old,1449.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 2,0.56,2.0,2.0,1,Old Property,832.5,0.0,0.0,0.0,Low,High Floor
flat,sector 86,1.3,2.0,2.0,3,Relatively New,1335.0515463917527,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,1.19,3.0,3.0,2,Relatively New,1556.958762886598,0.0,0.0,1.0,Medium,High Floor
flat,sector 85,2.7,4.0,4.0,3,New Property,3140.979381443299,0.0,0.0,1.0,Low,High Floor
flat,sector 89,1.0,2.0,2.0,2,New Property,992.7,0.0,0.0,1.0,Low,Low Floor
flat,sector 107,0.37,2.0,2.0,1,Relatively New,494.3298969072165,0.0,0.0,1.0,Medium,Mid Floor
